genre_ids,title,overview
"[35, 14, 10751]",Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons."
"[80, 18, 9648, 53]",Pride and Glory,"A saga centered on the Tierneys, a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD."
"[27, 18]","Salò, or the 120 Days of Sodom","Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture."
"[28, 12]",Skyfire,"Tianhuo Island is as beautiful as a paradise. It almost makes people forget that it is located in the ""Ring of Fire"" the world-famous Pacific Rim volcanic belt. The volcano erupts, and the fates of the people on the island are entangled."
"[28, 35, 53]",6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
[35],Babysitting 2,"Franck and his girlfriend Sonya, plus some of their friends go on holiday in Brazil. Franck, his friends, two girls and Sonya's grandmother leave to visit a cave, but everything goes wrong and their crazy adventures begin."
"[14, 16, 878, 10751, 28]",Atlantis: Milo's Return,Milo and Kida reunite with their friends to investigate strange occurances around the world that seem to have links to the secrets of Atlantis.
"[28, 53, 80]",Security,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness."
"[18, 53]",The Postcard Killings,"After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe."
"[27, 53, 35]",The Bar,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar."
[35],An Italian Name,"Paolo is an outgoing and handsome real estate broker married to Simona, a beautiful woman from the rough outskirts of Rome who has become an author of spicy bestsellers and is pregnant with their child. Betta, Paolo’s sister and her husband Sandro organise a dinner party with Paolo, Simona and their childhood friend, the eccentric musician Claudio. During the lively gathering Paolo reveals what he would like to name his son, causing reactions to steam up and a torrent of revelations to follow reaching climactic proportions."
"[16, 35, 10751, 12]",The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
"[28, 35, 80, 18]","No Retreat, No Surrender","The mob is trying to strongarm local martial arts schools, forcing young Jason Stillwell and his family to move after his father is injured defending their dojo.  With his father now rejecting violence, Jason is forced to train on his own to protect himself and his best friend from the members of a rival karate school."
[35],The Miser,"The children of Harpagon, Cléante and his sister Elise, are each in love but they still haven’t spoken to their father yet. Harpagon is a miser who wants to choose the right man and the right woman for his children. Based on Molière’s play."
"[35, 18, 27, 53]",Visitor Q,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures."
"[18, 10749]",Cyrano,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian."
"[35, 14]",Mandibles,"When two simple-minded best friends find a giant fly trapped in the trunk of a stolen car, they decide to train it in hopes of striking it rich."
"[35, 14]",Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
"[35, 12, 80, 10751]",Muppets Most Wanted,"After the success of their telethon and renewed fame, the Muppets go on a world tour and find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
"[28, 53]",F/X2,"F/X man Rollie Tyler is now a toymaker. Mike, the ex-husband of his girlfriend Kim, is a cop. He asks Rollie to help catch a killer. The operation goes well until some unknown man kills both the killer and Mike. Mike's boss, Silak says it was the killer who killed Mike but Rollie knows it wasn't. Obviously, Silak is involved with Mike's death, so he calls on Leo McCarthy, the cop from the last movie, who is now a P.I., for help and they discover it's not just Silak they have to worry about."
"[18, 53, 27]",Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years."
"[80, 18, 9648, 53]",Affliction,A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in him slowly disintegrating mentally.
